Linux 3.10.0-693.11.6.el7.x86_64 (blockchainmaster151) 	03/22/2018 	_x86_64_	(32 CPU)

09:28:17 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:34:47 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:34:48 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:34:49 AM     all      1.41      0.00      0.03      0.00      0.00     98.56
09:34:50 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:34:51 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:34:52 AM     all      1.44      0.00      0.03      0.00      0.00     98.53
09:34:53 AM     all      1.47      0.00      0.03      0.03      0.00     98.47
09:34:54 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:34:55 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:34:56 AM     all      1.66      0.00      0.09      0.00      0.00     98.25
09:34:57 AM     all      1.56      0.00      0.12      0.03      0.00     98.28
09:34:58 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:34:59 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:35:00 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:35:01 AM     all      1.41      0.00      0.06      0.00      0.00     98.53
09:35:02 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:35:03 AM     all      1.44      0.00      0.03      0.03      0.00     98.50
09:35:04 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:35:05 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:35:06 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:35:07 AM     all      1.41      0.00      0.06      0.00      0.00     98.53
09:35:08 AM     all      1.47      0.00      0.03      0.00      0.00     98.50
09:35:09 AM     all      1.44      0.00      0.06      0.03      0.00     98.47
09:35:10 AM     all      1.63      0.00      0.09      0.00      0.00     98.28
09:35:11 AM     all      1.66      0.00      0.06      0.00      0.00     98.28
09:35:12 AM     all      1.44      0.00      0.09      0.00      0.00     98.47
09:35:13 AM     all      1.38      0.00      0.06      0.00      0.00     98.56
09:35:14 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:35:15 AM     all      1.50      0.00      0.06      0.03      0.00     98.41
09:35:16 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:35:17 AM     all      1.53      0.00      0.09      0.00      0.00     98.38
09:35:18 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:35:19 AM     all      1.53      0.00      0.09      0.00      0.00     98.37
09:35:20 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:35:21 AM     all      1.47      0.00      0.06      0.03      0.00     98.44
09:35:22 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:35:23 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:35:24 AM     all      1.81      0.00      0.13      0.00      0.00     98.06
09:35:25 AM     all      1.53      0.00      0.06      0.03      0.00     98.37
09:35:26 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:35:27 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:35:28 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:35:29 AM     all      1.44      0.00      0.03      0.00      0.00     98.53
09:35:30 AM     all      1.47      0.00      0.03      0.00      0.00     98.50
09:35:31 AM     all      1.41      0.00      0.06      0.03      0.00     98.50
09:35:32 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:35:33 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:35:34 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:35:35 AM     all      1.72      0.00      0.06      0.00      0.00     98.22
09:35:36 AM     all      1.81      0.00      0.06      0.03      0.00     98.09
09:35:37 AM     all      1.41      0.00      0.09      0.00      0.00     98.50
09:35:38 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:35:39 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:35:40 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:35:41 AM     all      1.50      0.00      0.09      0.00      0.00     98.40
09:35:42 AM     all      1.41      0.00      0.06      0.03      0.00     98.50
09:35:43 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:35:44 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:35:45 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:35:46 AM     all      1.56      0.00      0.06      0.00      0.00     98.37
09:35:47 AM     all      1.44      0.00      0.09      0.00      0.00     98.47
09:35:48 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:35:49 AM     all      1.41      0.00      0.03      0.00      0.00     98.56
09:35:50 AM     all      1.47      0.00      0.03      0.03      0.00     98.47
09:35:51 AM     all      1.66      0.00      0.06      0.00      0.00     98.28
09:35:52 AM     all      1.63      0.00      0.06      0.00      0.00     98.31
09:35:53 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:35:54 AM     all      1.50      0.00      0.09      0.03      0.00     98.38
09:35:55 AM     all      1.41      0.00      0.06      0.00      0.00     98.53
09:35:56 AM     all      1.44      0.00      0.13      0.00      0.00     98.44
09:35:57 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:35:58 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:35:59 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:36:00 AM     all      1.41      0.00      0.06      0.03      0.00     98.50
09:36:01 AM     all      1.41      0.00      0.06      0.00      0.00     98.53
09:36:02 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:36:03 AM     all      1.47      0.00      0.03      0.00      0.00     98.50
09:36:04 AM     all      1.44      0.00      0.03      0.00      0.00     98.53
09:36:05 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:36:06 AM     all      1.59      0.00      0.03      0.03      0.00     98.34
09:36:07 AM     all      1.63      0.00      0.06      0.00      0.00     98.31
09:36:08 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:36:09 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:36:10 AM     all      1.47      0.00      0.06      0.03      0.00     98.44
09:36:11 AM     all      1.50      0.00      0.13      0.00      0.00     98.37
09:36:12 AM     all      1.47      0.00      0.13      0.00      0.00     98.41
09:36:13 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:36:14 AM     all      1.44      0.00      0.09      0.00      0.00     98.47
09:36:15 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:36:16 AM     all      1.53      0.00      0.06      0.03      0.00     98.37
09:36:17 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:36:18 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:36:19 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:36:20 AM     all      1.53      0.00      0.09      0.00      0.00     98.38
09:36:21 AM     all      1.59      0.00      0.06      0.00      0.00     98.34
09:36:22 AM     all      1.69      0.00      0.03      0.00      0.00     98.28
09:36:23 AM     all      1.47      0.00      0.06      0.03      0.00     98.44
09:36:24 AM     all      1.53      0.00      0.13      0.00      0.00     98.34
09:36:25 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:36:26 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:36:27 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:36:28 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:36:29 AM     all      1.50      0.00      0.09      0.03      0.00     98.37
09:36:30 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:36:31 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:36:32 AM     all      1.44      0.00      0.09      0.00      0.00     98.47
09:36:33 AM     all      1.44      0.00      0.09      0.00      0.00     98.47
09:36:34 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:36:35 AM     all      1.59      0.00      0.06      0.03      0.00     98.31
09:36:36 AM     all      1.60      0.00      0.06      0.00      0.00     98.34
09:36:37 AM     all      1.63      0.00      0.06      0.00      0.00     98.31
09:36:38 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:36:39 AM     all      1.50      0.00      0.06      0.03      0.00     98.40
09:36:40 AM     all      1.47      0.00      0.03      0.00      0.00     98.50
09:36:41 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:36:42 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:36:43 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:36:44 AM     all      1.44      0.00      0.09      0.00      0.00     98.47
09:36:45 AM     all      1.50      0.00      0.03      0.03      0.00     98.44
09:36:46 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:36:47 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:36:48 AM     all      1.41      0.00      0.09      0.00      0.00     98.50
09:36:49 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:36:50 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:36:51 AM     all      1.56      0.00      0.09      0.03      0.00     98.31
09:36:52 AM     all      1.69      0.00      0.06      0.00      0.00     98.25
09:36:53 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:36:54 AM     all      1.44      0.00      0.03      0.00      0.00     98.53
09:36:55 AM     all      1.47      0.00      0.06      0.03      0.00     98.44
09:36:56 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:36:57 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:36:58 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:36:59 AM     all      1.50      0.00      0.09      0.00      0.00     98.40
09:37:00 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:37:01 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:37:02 AM     all      1.47      0.00      0.06      0.03      0.00     98.44
09:37:03 AM     all      1.56      0.00      0.06      0.00      0.00     98.37
09:37:04 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:37:05 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:37:06 AM     all      1.57      0.00      0.06      0.00      0.00     98.37
09:37:07 AM     all      1.69      0.00      0.06      0.00      0.00     98.25
09:37:08 AM     all      1.50      0.00      0.06      0.03      0.00     98.41
09:37:09 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:37:10 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:37:11 AM     all      1.41      0.00      0.06      0.00      0.00     98.53
09:37:12 AM     all      1.50      0.00      0.13      0.00      0.00     98.37
09:37:13 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:37:14 AM     all      1.50      0.00      0.09      0.03      0.00     98.37
09:37:15 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:37:16 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:37:17 AM     all      1.53      0.00      0.09      0.00      0.00     98.37
09:37:18 AM     all      1.69      0.00      0.09      0.00      0.00     98.22
09:37:19 AM     all      1.66      0.00      0.06      0.00      0.00     98.28
09:37:20 AM     all      1.44      0.00      0.06      0.03      0.00     98.47
09:37:21 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:37:22 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:37:23 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:37:24 AM     all      1.66      0.00      0.16      0.00      0.00     98.19
09:37:25 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:37:26 AM     all      1.50      0.00      0.06      0.03      0.00     98.41
09:37:27 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:37:28 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:37:29 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:37:30 AM     all      1.53      0.00      0.06      0.03      0.00     98.37
09:37:31 AM     all      1.44      0.00      0.03      0.00      0.00     98.53
09:37:32 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:37:33 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:37:34 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:37:35 AM     all      1.53      0.00      0.06      0.00      0.00     98.40
09:37:36 AM     all      1.50      0.00      0.06      0.03      0.00     98.41
09:37:37 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:37:38 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:37:39 AM     all      1.66      0.00      0.06      0.00      0.00     98.28
09:37:40 AM     all      1.53      0.00      0.03      0.03      0.00     98.40
09:37:41 AM     all      1.56      0.00      0.06      0.00      0.00     98.37
09:37:42 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:37:43 AM     all      1.53      0.00      0.13      0.00      0.00     98.34
09:37:44 AM     all      1.47      0.00      0.13      0.00      0.00     98.40
09:37:45 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:37:46 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:37:47 AM     all      1.50      0.00      0.03      0.03      0.00     98.44
09:37:48 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:37:49 AM     all      1.59      0.00      0.03      0.00      0.00     98.38
09:37:50 AM     all      1.47      0.00      0.03      0.00      0.00     98.50
09:37:51 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:37:52 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:37:53 AM     all      1.47      0.00      0.03      0.03      0.00     98.47
09:37:54 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:37:55 AM     all      1.47      0.00      0.03      0.00      0.00     98.50
09:37:56 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:37:57 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:37:58 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:37:59 AM     all      1.56      0.00      0.13      0.03      0.00     98.28
09:38:00 AM     all      1.81      0.00      0.06      0.00      0.00     98.12
09:38:01 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:38:02 AM     all      1.44      0.00      0.13      0.00      0.00     98.44
09:38:03 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:38:04 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:38:05 AM     all      1.53      0.00      0.06      0.03      0.00     98.37
09:38:06 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:38:07 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:38:08 AM     all      1.56      0.00      0.06      0.00      0.00     98.37
09:38:09 AM     all      1.56      0.00      0.06      0.03      0.00     98.34
09:38:10 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:38:11 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:38:12 AM     all      1.47      0.00      0.03      0.00      0.00     98.50
09:38:13 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:38:14 AM     all      1.53      0.00      0.09      0.00      0.00     98.37
09:38:15 AM     all      1.53      0.00      0.09      0.03      0.00     98.34
09:38:16 AM     all      1.81      0.00      0.09      0.00      0.00     98.09
09:38:17 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:38:18 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:38:19 AM     all      1.47      0.00      0.06      0.03      0.00     98.44
09:38:20 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:38:21 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:38:22 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:38:23 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:38:24 AM     all      1.66      0.00      0.13      0.00      0.00     98.22
09:38:25 AM     all      1.47      0.00      0.03      0.03      0.00     98.47
09:38:26 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:38:27 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:38:28 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:38:29 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:38:30 AM     all      1.47      0.00      0.09      0.03      0.00     98.41
09:38:31 AM     all      1.59      0.00      0.06      0.00      0.00     98.34
09:38:32 AM     all      1.69      0.00      0.06      0.00      0.00     98.25
09:38:33 AM     all      1.59      0.00      0.06      0.00      0.00     98.34
09:38:34 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:38:35 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:38:36 AM     all      1.47      0.00      0.06      0.03      0.00     98.44
09:38:37 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:38:38 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:38:39 AM     all      1.56      0.00      0.03      0.00      0.00     98.40
09:38:40 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:38:41 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:38:42 AM     all      1.50      0.00      0.06      0.03      0.00     98.41
09:38:43 AM     all      1.56      0.00      0.16      0.00      0.00     98.28
09:38:44 AM     all      1.53      0.00      0.09      0.00      0.00     98.38
09:38:45 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:38:46 AM     all      1.53      0.00      0.06      0.03      0.00     98.37
09:38:47 AM     all      1.78      0.00      0.06      0.00      0.00     98.16
09:38:48 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:38:49 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:38:50 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:38:51 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:38:52 AM     all      1.50      0.00      0.09      0.03      0.00     98.38
09:38:53 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:38:54 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:38:55 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:38:56 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:38:57 AM     all      1.47      0.00      0.13      0.00      0.00     98.41
09:38:58 AM     all      1.50      0.00      0.06      0.03      0.00     98.41
09:38:59 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:39:00 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:39:01 AM     all      1.47      0.00      0.03      0.00      0.00     98.50
09:39:02 AM     all      1.66      0.00      0.09      0.03      0.00     98.22
09:39:03 AM     all      1.66      0.00      0.09      0.00      0.00     98.25
09:39:04 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:39:05 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:39:06 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:39:07 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:39:08 AM     all      1.50      0.00      0.09      0.03      0.00     98.38
09:39:09 AM     all      1.47      0.00      0.03      0.00      0.00     98.50
09:39:10 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:39:11 AM     all      1.56      0.00      0.13      0.00      0.00     98.31
09:39:12 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:39:13 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:39:14 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:39:15 AM     all      1.50      0.00      0.09      0.03      0.00     98.38
09:39:16 AM     all      1.53      0.00      0.06      0.00      0.00     98.40
09:39:17 AM     all      1.69      0.00      0.09      0.00      0.00     98.22
09:39:18 AM     all      1.63      0.00      0.09      0.00      0.00     98.28
09:39:19 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:39:20 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:39:21 AM     all      1.50      0.00      0.06      0.03      0.00     98.41
09:39:22 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:39:23 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:39:24 AM     all      1.53      0.00      0.13      0.00      0.00     98.34
09:39:25 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:39:26 AM     all      1.59      0.00      0.12      0.00      0.00     98.28
09:39:27 AM     all      1.53      0.00      0.09      0.03      0.00     98.34
09:39:28 AM     all      1.53      0.00      0.09      0.00      0.00     98.38
09:39:29 AM     all      1.56      0.00      0.03      0.00      0.00     98.41
09:39:30 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:39:31 AM     all      1.50      0.00      0.03      0.03      0.00     98.44
09:39:32 AM     all      1.53      0.00      0.06      0.00      0.00     98.40
09:39:33 AM     all      1.72      0.00      0.06      0.00      0.00     98.22
09:39:34 AM     all      1.63      0.00      0.06      0.00      0.00     98.31
09:39:35 AM     all      1.50      0.00      0.09      0.00      0.00     98.40
09:39:36 AM     all      1.50      0.00      0.12      0.00      0.00     98.38
09:39:37 AM     all      1.44      0.00      0.06      0.03      0.00     98.47
09:39:38 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:39:39 AM     all      1.56      0.00      0.06      0.00      0.00     98.37
09:39:40 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:39:41 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:39:42 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:39:43 AM     all      1.47      0.00      0.06      0.03      0.00     98.44
09:39:44 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:39:45 AM     all      1.53      0.00      0.12      0.00      0.00     98.34
09:39:46 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:39:47 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:39:48 AM     all      1.78      0.00      0.03      0.00      0.00     98.19
09:39:49 AM     all      1.47      0.00      0.06      0.03      0.00     98.44
09:39:50 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:39:51 AM     all      1.53      0.00      0.09      0.00      0.00     98.37
09:39:52 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:39:53 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:39:54 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:39:55 AM     all      1.47      0.00      0.03      0.00      0.00     98.50
09:39:56 AM     all      1.47      0.00      0.06      0.03      0.00     98.44
09:39:57 AM     all      1.44      0.00      0.09      0.00      0.00     98.47
09:39:58 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:39:59 AM     all      1.59      0.00      0.09      0.00      0.00     98.31
09:40:00 AM     all      1.47      0.00      0.06      0.03      0.00     98.44
09:40:01 AM     all      1.53      0.00      0.09      0.00      0.00     98.38
09:40:02 AM     all      1.53      0.00      0.09      0.00      0.00     98.37
09:40:03 AM     all      1.69      0.00      0.06      0.00      0.00     98.25
09:40:04 AM     all      1.56      0.00      0.06      0.00      0.00     98.37
09:40:05 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:40:06 AM     all      1.53      0.00      0.12      0.03      0.00     98.31
09:40:07 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:40:08 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:40:09 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:40:10 AM     all      1.53      0.00      0.06      0.03      0.00     98.38
09:40:11 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:40:12 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:40:13 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:40:14 AM     all      1.44      0.00      0.13      0.00      0.00     98.44
09:40:15 AM     all      1.59      0.00      0.06      0.00      0.00     98.34
09:40:16 AM     all      1.50      0.00      0.03      0.03      0.00     98.44
09:40:17 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:40:18 AM     all      1.60      0.00      0.06      0.00      0.00     98.34
09:40:19 AM     all      1.75      0.00      0.06      0.00      0.00     98.19
09:40:20 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:40:21 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:40:22 AM     all      1.50      0.00      0.06      0.03      0.00     98.41
09:40:23 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:40:24 AM     all      1.56      0.00      0.13      0.00      0.00     98.31
09:40:25 AM     all      1.47      0.00      0.03      0.00      0.00     98.50
09:40:26 AM     all      1.53      0.00      0.09      0.03      0.00     98.34
09:40:27 AM     all      1.53      0.00      0.09      0.00      0.00     98.37
09:40:28 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:40:29 AM     all      1.56      0.00      0.06      0.00      0.00     98.38
09:40:30 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:40:31 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:40:32 AM     all      1.50      0.00      0.03      0.03      0.00     98.44
09:40:33 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:40:34 AM     all      1.78      0.00      0.06      0.00      0.00     98.15
09:40:35 AM     all      1.66      0.00      0.06      0.00      0.00     98.28
09:40:36 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:40:37 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:40:38 AM     all      1.53      0.00      0.09      0.00      0.00     98.37
09:40:39 AM     all      1.53      0.00      0.06      0.03      0.00     98.37
09:40:40 AM     all      1.44      0.00      0.06      0.00      0.00     98.50
09:40:41 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:40:42 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:40:43 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:40:44 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:40:45 AM     all      1.47      0.00      0.03      0.03      0.00     98.47
09:40:46 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:40:47 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:40:48 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:40:49 AM     all      1.97      0.00      0.06      0.00      0.00     97.97
09:40:50 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:40:51 AM     all      1.53      0.00      0.09      0.03      0.00     98.34
09:40:52 AM     all      1.50      0.00      0.13      0.00      0.00     98.37
09:40:53 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:40:54 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:40:55 AM     all      1.50      0.00      0.03      0.00      0.00     98.47
09:40:56 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:40:57 AM     all      1.50      0.00      0.06      0.03      0.00     98.41
09:40:58 AM     all      1.47      0.00      0.03      0.00      0.00     98.50
09:40:59 AM     all      1.60      0.00      0.06      0.00      0.00     98.34
09:41:00 AM     all      1.53      0.00      0.09      0.00      0.00     98.38
09:41:01 AM     all      1.50      0.00      0.12      0.00      0.00     98.38
09:41:02 AM     all      1.50      0.00      0.09      0.00      0.00     98.41
09:41:03 AM     all      1.53      0.00      0.06      0.03      0.00     98.37
09:41:04 AM     all      1.53      0.00      0.03      0.00      0.00     98.44
09:41:05 AM     all      1.81      0.00      0.06      0.00      0.00     98.12
09:41:06 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:41:07 AM     all      1.47      0.00      0.06      0.03      0.00     98.44
09:41:08 AM     all      1.47      0.00      0.06      0.00      0.00     98.47
09:41:09 AM     all      1.53      0.00      0.06      0.00      0.00     98.41
09:41:10 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:41:11 AM     all      1.47      0.00      0.09      0.00      0.00     98.44
09:41:12 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:41:13 AM     all      1.56      0.00      0.12      0.03      0.00     98.28
09:41:14 AM     all      1.53      0.00      0.09      0.00      0.00     98.38
09:41:15 AM     all      1.47      0.00      0.03      0.00      0.00     98.50
09:41:16 AM     all      1.50      0.00      0.06      0.00      0.00     98.44
09:41:17 AM     all      1.53      0.00      0.09      0.00      0.00     98.37
09:41:18 AM     all      1.47      0.00      0.03      0.03      0.00     98.47
09:41:19 AM     all      1.53      0.00      0.12      0.00      0.00     98.34
09:41:20 AM     all      1.56      0.00      0.06      0.00      0.00     98.37
09:41:21 AM     all      1.84      0.00      0.06      0.00      0.00     98.09
09:41:22 AM     all      1.47      0.00      0.06      0.03      0.00     98.44
09:41:23 AM     all      1.53      0.00      0.09      0.00      0.00     98.38
